Unnamed: 0,customer_id,day_no,usage_app_facebook_daily,usage_app_helakuru_daily,usage_app_other,usage_app_tiktok_daily,usage_app_whatsapp_daily,usage_app_youtube_daily,usage_pack_data,usage_pack_vas,usage_voice_d2d_incoming,usage_voice_d2d_outgoing,usage_voice_d2nd_outgoing,usage_voice_nd2d_incoming
19,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,20,30.46,6.58,0.0,0.0,21.8,13.38,0.0,3.99,8.22,0.0,0.0,0.0
20,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,21,20.34,6.33,0.0,0.0,0.0,247.56,0.0,3.01,5.75,0.0,0.0,0.0
21,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,22,23.98,0.0,0.0,0.0,12.29,48.97,0.0,2.16,7.77,0.0,0.0,0.0
22,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,23,17.26,0.0,0.0,0.0,9.92,21.28,0.0,1.28,7.02,0.0,0.0,0.0
23,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,24,19.28,0.0,0.0,0.0,15.36,215.06,0.0,0.0,3.96,0.0,0.0,0.0
24,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,25,24.8,0.0,0.0,0.0,28.6,34.33,0.0,0.0,4.72,0.0,3.55,0.0
25,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,26,22.98,0.0,0.0,0.0,16.23,0.0,0.0,0.0,4.24,0.0,0.0,0.0
26,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,27,9.9,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,28,0.0,0.0,0.0,0.0,32.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,29,0.0,0.0,0.0,0.0,18.9,125.93,0.0,0.0,0.0,0.0,0.0,0.0
29,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,31,0.0,0.0,0.0,0.0,0.0,202.76,8.96,0.0,0.0,0.0,85.69,0.0
31,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,32,0.0,0.0,0.0,0.0,0.0,108.35,0.0,0.0,0.0,0.0,0.0,0.0
32,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,33,0.0,0.0,0.0,0.0,0.12,111.22,274.87,0.0,0.0,0.0,90.6,28.6
33,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,34,0.0,0.0,0.0,0.0,7.87,48.45,338.83,0.0,0.0,0.0,0.0,20.57
34,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64
36,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,37,0.0,0.0,0.0,0.0,0.0,42.52,0.0,0.0,0.0,0.0,2.29,3.77
37,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,38,0.0,0.0,0.0,0.0,0.0,296.48,89.0,0.0,0.0,0.0,49.86,26.52
38,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,39,0.0,0.0,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,98.99,13.92
39,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,40,0.0,0.0,0.0,0.0,19.32,116.25,0.0,0.0,0.0,0.0,45.94,13.41
40,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,41,0.0,0.0,0.0,0.0,0.0,0.0,51.74,0.0,0.0,0.0,36.66,3.15
41,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,42,0.0,2.41,0.0,0.0,1.9,286.74,169.4,0.0,0.0,0.0,0.0,24.55
42,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,43,0.0,2.37,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,8.86
43,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,44,0.0,2.02,0.0,0.0,0.0,169.17,0.0,0.0,0.0,0.0,0.0,0.0
44,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,45,0.0,2.0,0.0,0.0,0.68,218.49,0.0,0.0,0.0,0.0,0.0,6.89
45,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,46,0.0,1.67,0.0,0.0,12.53,139.63,0.0,0.0,0.0,0.0,0.0,18.52
46,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,47,0.0,1.6,0.0,0.0,0.0,142.41,0.0,0.0,0.0,0.0,0.0,14.16
47,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,48,0.0,1.48,0.0,0.0,0.68,287.88,0.0,0.0,0.0,0.0,0.0,5.61
48,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,49,0.0,1.22,0.0,0.0,5.1,284.14,210.3,0.0,0.0,0.0,0.0,0.0
49,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,50,0.0,1.11,0.0,0.0,3.75,302.03,0.0,0.0,0.0,0.0,0.0,0.0
50,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,51,0.0,1.08,0.0,0.0,0.0,441.68,0.0,0.0,0.0,0.0,0.0,0.0
51,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,52,0.0,0.62,0.0,0.0,30.58,303.45,0.0,0.0,0.0,0.0,33.94,0.0
52,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,53,0.0,0.54,0.0,0.0,0.0,254.98,0.0,0.0,0.0,0.0,0.0,0.0
53,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,54,0.0,0.38,0.0,0.0,0.0,385.42,0.0,0.0,0.0,0.0,0.0,0.0
54,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,55,0.0,0.01,0.0,0.0,13.09,329.62,0.0,0.0,0.0,0.0,0.0,0.0
55,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,56,0.0,0.17,0.0,0.0,3.28,322.56,0.0,0.0,0.0,0.0,0.0,0.0
56,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,57,0.0,0.0,0.0,0.0,0.0,286.87,0.0,0.0,0.0,0.0,0.0,0.0
57,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,58,0.0,0.0,0.0,0.0,14.04,151.0,0.0,0.0,0.0,0.0,0.0,0.0
58,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,59,0.0,0.0,0.0,0.0,40.67,608.57,0.0,0.0,0.0,0.0,0.0,0.0
59,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,60,0.0,0.0,0.0,0.0,46.24,243.36,0.0,0.0,0.0,0.0,0.0,0.0
60,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,61,0.0,0.0,0.0,0.0,23.58,300.77,170.22,0.0,0.0,0.0,8.73,0.0
61,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,62,0.0,0.0,0.0,0.0,41.02,179.53,0.0,0.0,0.0,0.0,20.41,0.0
62,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,63,0.0,0.0,0.0,0.0,33.14,0.0,0.0,0.0,0.0,0.0,59.7,0.0
63,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,64,0.0,0.0,0.0,0.0,27.11,0.0,0.0,0.0,0.0,0.0,54.92,0.0
64,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,65,0.0,0.0,0.0,0.0,30.96,83.41,0.0,0.0,0.0,0.0,0.0,0.0
65,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,66,0.0,0.0,0.0,0.0,21.22,0.0,0.0,0.0,0.0,0.0,19.84,6.72
66,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,67,0.0,0.0,0.0,0.0,6.36,199.06,0.0,0.0,0.0,0.0,0.0,10.03
67,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,68,0.0,0.0,0.0,0.0,37.39,0.0,0.0,0.0,0.0,0.0,30.26,16.28
68,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,70,0.0,0.0,0.0,0.0,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,71,0.0,0.0,0.0,0.0,35.39,0.0,0.0,0.0,0.0,0.0,22.22,9.54
71,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,72,0.0,0.0,0.0,0.0,36.18,0.0,0.0,0.0,0.0,0.0,0.0,8.76
72,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,73,0.0,0.0,0.0,0.0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,12.58
73,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,74,0.0,0.0,0.0,0.0,38.28,171.27,0.0,0.0,0.0,0.0,0.0,8.37
74,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,75,0.0,0.0,0.0,0.0,53.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,76,0.0,0.0,0.0,0.0,32.29,0.0,0.0,0.0,0.0,0.0,0.0,8.88
76,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,77,0.0,0.0,0.0,0.0,34.58,0.0,0.0,0.0,0.0,0.0,0.0,6.2
77,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,78,0.0,0.0,0.0,0.0,33.0,81.48,0.0,0.0,0.0,0.0,71.82,13.27
78,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,79,0.0,0.0,0.0,0.0,1.59,4.18,0.0,0.0,0.0,0.0,0.0,0.0
79,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,80,0.0,0.0,0.0,0.0,23.36,139.94,0.0,0.0,0.0,0.0,0.0,0.0
80,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,81,0.0,0.0,0.0,0.0,33.16,120.0,0.0,0.0,0.0,0.0,0.0,0.0
81,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,82,0.0,0.0,0.0,0.0,22.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,83,0.0,0.0,0.0,0.0,42.58,92.7,0.0,0.0,0.0,0.0,0.0,0.0
83,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,84,0.0,0.0,0.0,0.0,19.3,138.12,0.0,0.0,0.0,0.0,0.0,0.0
84,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,85,0.0,0.0,0.0,0.0,44.79,323.63,0.0,0.0,0.0,0.0,0.0,0.0
85,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,86,0.0,0.0,0.0,0.0,34.93,323.41,0.0,0.0,0.0,0.0,0.0,0.0
86,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,87,0.0,0.0,0.0,0.0,28.9,407.17,0.0,0.0,0.0,0.0,0.0,0.0
87,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,88,0.0,0.0,0.0,0.0,0.0,212.18,0.0,0.0,0.0,0.0,0.0,0.0
88,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,89,0.0,0.0,0.0,0.0,0.75,360.65,0.0,0.0,0.0,0.0,0.0,0.0
89,9e2adb8e95b6d4f0d645ad02c8cbd935ec7701ec5da22557ec5411c46e9c7f4a,90,0.0,0.0,0.0,0.0,8.07,78.44,0.0,0.0,0.0,0.0,0.0,0.0
180,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,1,79.42,25.92,53.0,53.22,0.0,98.5,133.63,0.0,42.33,18.7,34.17,21.5
181,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,2,72.61,12.67,130.73,65.8,4.18,0.0,95.24,39.34,19.14,31.26,36.79,17.17
182,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,3,72.15,0.0,7.86,52.87,20.33,284.82,72.55,0.0,44.6,23.55,40.29,16.66
183,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,4,82.82,32.72,67.71,59.78,7.89,150.05,80.52,8.93,25.89,24.57,24.56,19.12
184,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,5,61.06,1.56,153.38,50.75,18.37,0.0,68.79,0.0,54.83,25.31,0.0,17.08
185,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,6,57.91,26.49,35.92,52.37,7.17,261.89,147.01,30.6,0.0,27.55,62.36,17.82
186,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,7,55.59,0.0,128.6,44.12,5.22,44.89,39.03,0.0,87.88,22.21,11.17,13.52
187,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,8,56.46,17.72,30.61,40.88,12.77,0.0,0.0,12.6,28.69,28.95,18.77,16.24
188,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,9,50.07,0.0,37.29,44.82,4.63,0.0,101.56,0.0,16.79,29.77,19.46,12.57
189,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,10,47.65,63.31,86.45,0.0,17.34,0.0,120.19,19.22,3.19,29.45,0.0,11.4
190,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,11,34.87,16.17,0.0,0.0,10.47,0.0,85.43,49.08,25.14,28.54,5.57,11.14
191,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,12,43.82,8.13,77.17,0.0,6.67,0.0,120.36,0.0,0.83,28.44,19.59,0.0
192,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,13,30.76,0.0,0.0,0.0,3.6,23.67,62.04,0.0,0.0,28.36,27.49,0.0
193,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,14,23.7,15.67,64.13,0.0,8.44,0.0,65.76,0.0,0.83,29.75,19.1,0.0
194,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,15,20.36,0.91,122.66,0.0,21.32,0.0,39.27,53.62,0.0,28.64,31.68,0.0
195,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,16,21.03,9.4,27.82,0.0,10.04,0.0,9.13,135.3,0.0,30.65,25.42,0.0
196,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,17,25.0,0.0,0.0,0.0,10.22,0.0,101.54,0.0,0.0,27.39,17.23,0.0
197,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,18,27.88,4.21,10.13,11.72,13.2,96.61,3.16,50.88,0.0,33.89,37.02,0.0
198,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,19,18.49,0.0,18.9,5.22,6.9,38.97,39.4,33.23,0.0,37.23,13.72,0.0
199,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,20,24.19,25.42,0.0,0.59,1.44,0.0,0.0,0.0,0.0,39.8,6.26,0.0
200,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,21,11.8,15.78,0.0,0.0,0.0,91.72,44.35,0.0,0.0,0.0,26.64,0.0
201,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,22,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,29.61,0.0
202,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,23,0.0,53.73,41.38,0.0,0.0,55.94,61.71,0.0,36.56,4.23,0.0,0.08
203,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,24,0.0,0.0,0.0,0.0,0.0,47.41,16.05,0.0,5.92,2.78,37.05,0.0
204,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,25,0.0,16.81,0.0,0.0,0.0,0.0,42.95,0.0,31.19,0.0,0.0,0.0
205,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,26,0.0,31.74,0.0,0.0,0.0,0.0,0.0,44.11,12.64,0.0,36.57,0.0
206,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,27,0.0,22.77,0.0,0.0,0.0,0.0,24.35,30.69,0.0,5.73,16.54,0.0
207,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7,10.77,6.79,1.52,0.0
208,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,29,0.0,0.0,0.0,0.0,0.0,279.93,2.04,137.57,26.64,12.64,2.82,0.0
209,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.46,0.0,4.33,28.81,0.0
210,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,31,0.0,23.95,0.0,0.0,0.0,0.0,11.11,0.0,0.0,4.87,14.16,0.0
211,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,16.76,2.24,0.0
212,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,33,0.0,22.75,0.0,0.0,0.0,158.66,0.0,0.0,25.09,9.99,26.85,0.0
213,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.83,0.0,11.14,0.0,0.0
214,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,35,0.0,5.85,0.0,0.0,0.0,114.93,0.0,0.0,0.0,10.69,0.0,0.0
215,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,36,0.0,24.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0
216,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0
217,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,38,0.0,0.0,0.0,0.0,2.11,147.77,0.0,24.14,0.0,9.98,0.0,0.0
218,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18,0.0,0.0
219,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,40,0.0,5.67,0.0,0.0,9.1,0.0,0.0,0.0,0.0,58.74,0.0,0.0
220,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,0.0,49.03,0.0,0.0
221,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,42,0.0,1.38,0.0,0.0,4.25,0.0,0.0,66.46,0.0,50.28,0.0,0.0
222,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,43,0.0,0.0,0.0,0.0,1.86,0.0,0.0,37.69,0.0,69.94,0.0,0.0
223,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,44,0.0,0.0,0.0,0.0,10.73,0.0,0.0,0.0,0.0,55.9,0.0,0.0
224,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,45,0.0,15.63,0.0,0.0,0.0,0.0,0.0,25.56,0.0,60.56,0.0,0.0
225,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.89,7.59,64.85,0.0,0.0
226,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,47,0.0,13.08,0.0,0.0,0.17,0.0,0.0,69.66,55.65,60.69,0.0,0.0
227,e9126f469646506b8e82b4214d075bf72d9d324d357650ba670ed6f6fbbf2a75,48,0.0,0.0,0.0,0.0,7.85,0.0,0.0,72.11,24.28,66.28,0.0,0.0
